po_id,supplier_id,component,po_date,promised_date,actual_date,quantity,unit_cost,po_value
PO000284,S0022,Battery Cell,2025-08-12,2025-08-24,2025-08-31,5880,16.43,96608.4
PO000285,S0004,Steel,2025-01-18,2025-01-27,2025-01-27,7633,389.21,2970839.93
PO000286,S0084,Motor Controller,2025-12-22,2026-01-13,2026-01-17,7484,587.69,4398271.96
PO000287,S0073,Motor Controller,2025-12-04,2026-02-01,2026-02-01,1457,357.21,520454.97
PO000288,S0068,Infotainment Unit,2025-07-25,2025-09-19,2025-09-28,2048,23.07,47247.36
PO000289,S0079,Brake Assembly,2025-02-09,2025-03-30,2025-03-30,3244,290.98,943939.12
PO000290,S0089,Motor Controller,2025-08-10,2025-09-29,2025-10-07,3851,414.01,1594352.51
PO000291,S0049,Steel,2025-08-08,2025-10-18,2025-10-18,7790,388.09,3023221.1
PO000292,S0021,Wiring Harness,2025-06-23,2025-07-09,2025-07-13,6855,122.05,836652.75
PO000293,S0030,Infotainment Unit,2025-04-14,2025-05-09,2025-05-12,8652,247.07,2137649.64
PO000294,S0085,Wiring Harness,2025-08-07,2025-10-24,2025-10-28,3139,253.6,796050.4
PO000295,S0022,Battery Cell,2025-08-20,2025-09-01,2025-09-03,6908,417.89,2886784.12
PO000296,S0012,Steel,2025-02-17,2025-02-27,2025-03-10,1994,388.24,774150.56
PO000297,S0044,Motor Controller,2025-01-28,2025-03-16,2025-03-16,7743,14.99,116067.57
PO000298,S0021,Wiring Harness,2025-03-26,2025-04-11,2025-04-14,61,409.59,24984.99
PO000299,S0038,Brake Assembly,2025-08-18,2025-09-11,2025-09-11,605,319.17,193097.85
PO000300,S0092,Aluminum,2025-04-17,2025-06-22,2025-06-22,7189,126.61,910199.29
PO000301,S0089,Motor Controller,2025-05-29,2025-07-18,2025-07-26,4452,334.01,1487012.52
PO000302,S0062,Steel,2025-05-13,2025-07-30,2025-08-05,4420,119.65,528853.0
PO000303,S0064,Steel,2025-01-03,2025-03-15,2025-03-27,3690,64.28,237193.2
PO000304,S0059,Battery Cell,2025-02-22,2025-04-12,2025-04-23,2160,526.61,1137477.6
PO000305,S0017,Infotainment Unit,2025-01-08,2025-03-09,2025-03-11,8550,43.93,375601.5
PO000306,S0010,Tire,2025-02-04,2025-03-25,2025-03-26,1012,373.78,378265.36
PO000307,S0017,Infotainment Unit,2025-09-26,2025-11-25,2025-11-25,476,572.73,272619.48
PO000308,S0032,Motor Controller,2025-10-22,2025-12-16,2025-12-23,7317,457.15,3344966.55
PO000309,S0062,Steel,2025-11-28,2026-02-14,2026-02-24,6138,563.69,3459929.22
PO000310,S0073,Motor Controller,2025-09-07,2025-11-05,2025-11-06,6039,495.62,2993049.18
PO000311,S0089,Motor Controller,2025-12-25,2026-02-13,2026-02-13,6633,523.28,3470916.24
PO000312,S0021,Wiring Harness,2025-12-25,2026-01-10,2026-01-10,4839,361.82,1750846.98
PO000313,S0081,Wiring Harness,2025-03-20,2025-06-05,2025-06-05,1611,383.9,618462.9
PO000314,S0026,Motor Controller,2025-08-04,2025-09-27,2025-10-04,1127,341.94,385366.38
PO000315,S0059,Battery Cell,2025-11-05,2025-12-24,2025-12-25,7485,509.33,3812335.05
PO000316,S0022,Battery Cell,2025-05-07,2025-05-19,2025-05-22,7347,555.22,4079201.34
PO000317,S0081,Wiring Harness,2025-10-03,2025-12-19,2025-12-19,713,94.72,67535.36
PO000318,S0048,Aluminum,2025-11-14,2026-01-26,2026-01-29,5138,230.73,1185490.74
PO000319,S0006,Motor Controller,2025-11-25,2026-01-04,2026-01-12,8517,583.6,4970521.2
PO000320,S0055,Battery Cell,2025-01-04,2025-01-12,2025-01-16,242,547.18,132417.56
PO000321,S0056,Tire,2025-01-30,2025-03-20,2025-03-20,1177,209.52,246605.04
PO000322,S0025,Semiconductor,2025-08-28,2025-10-24,2025-10-26,5110,177.41,906565.1
PO000323,S0072,Tire,2025-10-24,2025-11-03,2025-11-07,3880,582.38,2259634.4
PO000324,S0097,Infotainment Unit,2025-06-30,2025-07-29,2025-08-02,4848,116.45,564549.6
PO000325,S0010,Tire,2025-07-24,2025-09-11,2025-09-11,2686,205.2,551167.2
PO000326,S0012,Steel,2025-09-19,2025-09-29,2025-10-07,476,124.81,59409.56
PO000327,S0090,Tire,2025-06-06,2025-08-29,2025-09-02,3899,576.4,2247383.6
PO000328,S0009,Tire,2025-02-20,2025-04-09,2025-04-11,6739,443.87,2991239.93
PO000329,S0027,Wiring Harness,2025-02-26,2025-03-08,2025-03-12,119,565.34,67275.46
PO000330,S0009,Tire,2025-01-07,2025-02-24,2025-03-01,8354,102.05,852525.7
PO000331,S0060,Steel,2025-07-10,2025-08-31,2025-09-10,8167,146.61,1197363.87
PO000332,S0010,Tire,2025-12-03,2026-01-21,2026-01-26,4896,200.17,980032.32
PO000333,S0074,Steel,2025-03-15,2025-05-04,2025-05-10,3392,538.08,1825167.36
PO000334,S0022,Battery Cell,2025-01-28,2025-02-09,2025-02-15,627,60.58,37983.66
PO000335,S0052,Tire,2025-01-29,2025-03-26,2025-03-26,4694,410.26,1925760.44
PO000336,S0079,Brake Assembly,2025-05-25,2025-07-13,2025-07-15,3968,170.77,677615.36
PO000337,S0057,Motor Controller,2025-04-05,2025-04-13,2025-04-20,4198,539.85,2266290.3
PO000338,S0034,Semiconductor,2025-10-25,2025-12-06,2025-12-12,4358,472.48,2059067.84
PO000339,S0068,Infotainment Unit,2025-07-05,2025-08-30,2025-09-07,4898,167.64,821100.72
PO000340,S0050,Motor Controller,2025-12-26,2026-02-24,2026-03-06,7700,535.64,4124428.0
PO000341,S0049,Steel,2025-03-19,2025-05-29,2025-06-06,3095,381.58,1180990.1
PO000342,S0007,Infotainment Unit,2025-04-12,2025-04-19,2025-04-23,1127,34.07,38396.89
PO000343,S0068,Infotainment Unit,2025-05-04,2025-06-29,2025-07-05,8330,530.98,4423063.4
PO000344,S0083,Brake Assembly,2025-08-10,2025-10-16,2025-10-19,3104,104.28,323685.12
PO000345,S0093,Aluminum,2025-07-10,2025-08-29,2025-09-04,5660,469.4,2656804.0
PO000346,S0001,Brake Assembly,2025-11-23,2026-01-24,2026-01-31,398,254.04,101107.92
PO000347,S0002,Tire,2025-08-28,2025-09-09,2025-09-14,5527,38.28,211573.56
PO000348,S0025,Semiconductor,2025-08-26,2025-10-22,2025-10-26,6346,575.28,3650726.88
PO000349,S0079,Brake Assembly,2025-08-05,2025-09-23,2025-09-23,4383,470.71,2063121.93
PO000350,S0043,Infotainment Unit,2025-02-12,2025-04-18,2025-04-22,2946,239.16,704565.36
PO000351,S0083,Brake Assembly,2025-08-11,2025-10-17,2025-10-21,3686,369.32,1361313.52
PO000352,S0090,Tire,2025-08-05,2025-10-28,2025-10-28,5779,195.35,1128927.65
PO000353,S0092,Aluminum,2025-09-03,2025-11-08,2025-11-13,760,532.82,404943.2
PO000354,S0052,Tire,2025-08-01,2025-09-26,2025-09-26,8472,140.26,1188282.72
PO000355,S0061,Wiring Harness,2025-09-19,2025-12-04,2025-12-05,1907,313.15,597177.05
PO000356,S0053,Wiring Harness,2025-10-02,2025-12-22,2025-12-28,3840,274.2,1052928.0
PO000357,S0011,Sensor,2025-12-27,2026-01-30,2026-02-08,4098,337.0,1381026.0
PO000358,S0073,Motor Controller,2025-07-16,2025-09-13,2025-09-13,1705,580.95,990519.75
PO000359,S0076,Motor Controller,2025-01-26,2025-03-23,2025-03-31,6416,198.82,1275629.12
PO000360,S0030,Infotainment Unit,2025-12-17,2026-01-11,2026-01-13,8624,511.12,4407898.88
PO000361,S0087,Brake Assembly,2025-08-19,2025-10-26,2025-10-28,8949,325.11,2909409.39
PO000362,S0014,Brake Assembly,2025-02-06,2025-04-08,2025-04-12,3346,317.61,1062723.06
PO000363,S0058,Motor Controller,2025-01-18,2025-02-18,2025-02-21,6338,25.04,158703.52
PO000364,S0049,Steel,2025-04-10,2025-06-20,2025-06-29,8672,574.23,4979722.56
PO000365,S0047,Sensor,2025-07-21,2025-09-01,2025-09-01,5024,354.66,1781811.84
PO000366,S0096,Tire,2025-02-27,2025-03-29,2025-03-29,3409,531.97,1813485.73
PO000367,S0066,Wiring Harness,2025-11-15,2025-12-07,2025-12-10,4889,432.98,2116839.22
PO000368,S0065,Sensor,2025-03-11,2025-04-29,2025-05-09,2331,348.26,811794.06
PO000369,S0058,Motor Controller,2025-01-19,2025-02-19,2025-02-28,3851,519.28,1999747.28
PO000370,S0025,Semiconductor,2025-10-30,2025-12-26,2026-01-06,1172,219.8,257605.6
PO000371,S0005,Semiconductor,2025-12-12,2026-01-30,2026-01-31,3273,597.47,1955519.31
PO000372,S0071,Infotainment Unit,2025-05-05,2025-05-15,2025-05-19,1127,107.73,121411.71
PO000373,S0021,Wiring Harness,2025-06-06,2025-06-22,2025-06-24,3946,491.56,1939695.76
PO000374,S0016,Wiring Harness,2025-12-30,2026-02-06,2026-02-11,5519,216.83,1196684.77
PO000375,S0003,Aluminum,2025-06-19,2025-09-01,2025-09-06,7229,461.43,3335677.47
PO000376,S0054,Tire,2025-10-12,2025-10-19,2025-10-21,4916,467.56,2298524.96
PO000377,S0053,Wiring Harness,2025-11-13,2026-02-02,2026-02-06,2712,278.75,755970.0
PO000378,S0037,Infotainment Unit,2025-07-07,2025-08-21,2025-08-30,3941,402.61,1586686.01
PO000379,S0013,Brake Assembly,2025-04-06,2025-06-23,2025-06-23,1612,515.87,831582.44
PO000380,S0045,Wiring Harness,2025-06-20,2025-08-31,2025-09-07,5640,336.69,1898931.6
PO000381,S0056,Tire,2025-06-01,2025-07-20,2025-07-21,2637,370.69,977509.53
PO000382,S0005,Semiconductor,2025-11-24,2026-01-12,2026-01-13,5392,44.03,237409.76
PO000383,S0005,Semiconductor,2025-02-17,2025-04-07,2025-04-07,4569,190.15,868795.35
PO000384,S0093,Aluminum,2025-03-06,2025-04-25,2025-04-30,8402,462.85,3888865.7
PO000385,S0083,Brake Assembly,2025-12-16,2026-02-21,2026-02-21,6197,509.85,3159540.45
PO000386,S0010,Tire,2025-05-16,2025-07-04,2025-07-12,8233,61.05,502624.65
PO000387,S0050,Motor Controller,2025-01-06,2025-03-07,2025-03-15,986,255.27,251696.22
PO000388,S0095,Wiring Harness,2025-11-15,2025-12-26,2025-12-30,1666,564.24,940023.84
PO000389,S0013,Brake Assembly,2025-11-22,2026-02-08,2026-02-13,2521,246.95,622560.95
PO000390,S0045,Wiring Harness,2025-07-28,2025-10-08,2025-10-10,5659,362.82,2053198.38
PO000391,S0079,Brake Assembly,2025-07-29,2025-09-16,2025-09-19,8976,486.12,4363413.12
PO000392,S0096,Tire,2025-05-16,2025-06-15,2025-06-22,4091,340.26,1392003.66
PO000393,S0018,Battery Cell,2025-12-27,2026-02-18,2026-02-22,4226,509.18,2151794.68
PO000394,S0086,Semiconductor,2025-07-29,2025-10-08,2025-10-12,1170,337.95,395401.5
PO000395,S0039,Wiring Harness,2025-01-27,2025-03-07,2025-03-13,560,148.79,83322.4
PO000396,S0042,Sensor,2025-09-05,2025-09-27,2025-09-27,7034,240.11,1688933.74
PO000397,S0098,Brake Assembly,2025-12-20,2026-01-22,2026-01-27,5761,58.74,338401.14
PO000398,S0008,Infotainment Unit,2025-09-07,2025-10-02,2025-10-08,6242,104.11,649854.62
PO000399,S0019,Sensor,2025-10-14,2025-10-27,2025-11-02,3205,117.05,375145.25
PO000400,S0052,Tire,2025-04-22,2025-06-17,2025-06-24,1468,38.47,56473.96
PO000401,S0098,Brake Assembly,2025-03-04,2025-04-06,2025-04-13,874,241.98,211490.52
PO000402,S0052,Tire,2025-05-24,2025-07-19,2025-07-27,5553,24.39,135437.67
PO000403,S0030,Infotainment Unit,2025-06-15,2025-07-10,2025-07-11,202,357.23,72160.46
PO000404,S0071,Infotainment Unit,2025-10-15,2025-10-25,2025-11-04,6461,381.23,2463127.03
PO000405,S0089,Motor Controller,2025-08-22,2025-10-11,2025-10-16,3854,470.8,1814463.2
PO000406,S0028,Sensor,2025-05-25,2025-07-23,2025-07-24,2016,320.95,647035.2
PO000407,S0025,Semiconductor,2025-10-05,2025-12-01,2025-12-12,1864,167.86,312891.04
PO000408,S0017,Infotainment Unit,2025-12-22,2026-02-20,2026-02-23,585,183.93,107599.05
PO000409,S0005,Semiconductor,2025-03-08,2025-04-26,2025-04-28,3213,166.71,535639.23
PO000410,S0026,Motor Controller,2025-07-23,2025-09-15,2025-09-15,8247,385.56,3179713.32
PO000411,S0070,Infotainment Unit,2025-06-10,2025-07-16,2025-07-16,5485,24.57,134766.45
PO000412,S0074,Steel,2025-11-05,2025-12-25,2025-12-25,4101,289.18,1185927.18
PO000413,S0023,Aluminum,2025-02-10,2025-04-23,2025-04-26,687,346.82,238265.34
PO000414,S0051,Tire,2025-12-25,2026-02-04,2026-02-07,8498,427.95,3636719.1
PO000415,S0027,Wiring Harness,2025-06-06,2025-06-16,2025-06-24,6322,333.83,2110473.26
PO000416,S0057,Motor Controller,2025-08-30,2025-09-07,2025-09-10,1727,370.89,640527.03
PO000417,S0081,Wiring Harness,2025-08-18,2025-11-03,2025-11-08,336,277.69,93303.84
PO000418,S0048,Aluminum,2025-02-16,2025-04-30,2025-04-30,5020,549.41,2758038.2
PO000419,S0002,Tire,2025-10-08,2025-10-20,2025-10-20,1777,308.6,548382.2
PO000420,S0038,Brake Assembly,2025-09-13,2025-10-07,2025-10-16,4540,352.83,1601848.2
PO000421,S0080,Infotainment Unit,2025-07-09,2025-07-22,2025-07-22,8638,525.78,4541687.64
PO000422,S0076,Motor Controller,2025-02-16,2025-04-13,2025-04-17,3277,446.0,1461542.0
PO000423,S0032,Motor Controller,2025-06-23,2025-08-17,2025-08-22,5767,136.61,787829.87
PO000424,S0023,Aluminum,2025-11-23,2026-02-03,2026-02-06,983,462.78,454912.74
PO000425,S0100,Sensor,2025-03-17,2025-03-30,2025-04-01,2376,554.92,1318489.92
PO000426,S0096,Tire,2025-05-29,2025-06-28,2025-07-01,217,342.54,74331.18
PO000427,S0090,Tire,2025-02-10,2025-05-05,2025-05-07,7524,91.47,688220.28
PO000428,S0061,Wiring Harness,2025-02-09,2025-04-26,2025-04-26,6313,203.31,1283496.03
PO000429,S0028,Sensor,2025-07-05,2025-09-02,2025-09-09,1542,138.35,213335.7
PO000430,S0093,Aluminum,2025-08-15,2025-10-04,2025-10-04,674,430.31,290028.94
PO000431,S0063,Motor Controller,2025-02-01,2025-04-14,2025-04-17,5677,359.6,2041449.2
PO000432,S0077,Infotainment Unit,2025-05-01,2025-06-19,2025-06-26,5354,412.78,2210024.12
PO000433,S0022,Battery Cell,2025-09-10,2025-09-22,2025-10-04,6098,133.99,817071.02
PO000434,S0069,Tire,2025-12-04,2025-12-11,2025-12-11,2509,543.44,1363490.96
PO000435,S0061,Wiring Harness,2025-08-18,2025-11-02,2025-11-04,8842,374.25,3309118.5
PO000436,S0074,Steel,2025-04-09,2025-05-29,2025-06-01,5007,146.01,731072.07
PO000437,S0063,Motor Controller,2025-09-18,2025-11-29,2025-12-04,510,566.21,288767.1
PO000438,S0082,Aluminum,2025-09-07,2025-11-15,2025-11-15,2583,32.05,82785.15
PO000439,S0078,Semiconductor,2025-10-16,2025-11-01,2025-11-01,1542,47.91,73877.22
PO000440,S0019,Sensor,2025-06-19,2025-07-02,2025-07-07,3569,280.91,1002567.79
PO000441,S0049,Steel,2025-11-04,2026-01-14,2026-01-14,508,545.98,277357.84
PO000442,S0006,Motor Controller,2025-11-30,2026-01-09,2026-01-11,3173,454.34,1441620.82
PO000443,S0057,Motor Controller,2025-04-26,2025-05-04,2025-05-07,6973,238.92,1665989.16
PO000444,S0052,Tire,2025-05-10,2025-07-05,2025-07-05,6135,490.28,3007867.8
PO000445,S0038,Brake Assembly,2025-09-12,2025-10-06,2025-10-08,2500,561.29,1403225.0
PO000446,S0038,Brake Assembly,2025-12-17,2026-01-10,2026-01-17,3222,218.38,703620.36
PO000447,S0051,Tire,2025-12-09,2026-01-19,2026-01-26,342,236.75,80968.5
PO000448,S0076,Motor Controller,2025-09-07,2025-11-02,2025-11-02,3793,264.98,1005069.14
PO000449,S0021,Wiring Harness,2025-08-15,2025-08-31,2025-09-03,8566,480.92,4119560.72
PO000450,S0023,Aluminum,2025-07-07,2025-09-17,2025-09-23,1479,373.02,551696.58
PO000451,S0086,Semiconductor,2025-08-17,2025-10-27,2025-11-03,3063,537.21,1645474.23
PO000452,S0082,Aluminum,2025-04-29,2025-07-07,2025-07-07,1449,11.58,16779.42
PO000453,S0053,Wiring Harness,2025-12-15,2026-03-06,2026-03-12,4029,136.34,549313.86
PO000454,S0080,Infotainment Unit,2025-04-28,2025-05-11,2025-05-16,8964,330.14,2959374.96
PO000455,S0061,Wiring Harness,2025-08-24,2025-11-08,2025-11-08,4254,302.84,1288281.36
PO000456,S0065,Sensor,2025-07-06,2025-08-24,2025-08-24,5988,390.58,2338793.04
PO000457,S0079,Brake Assembly,2025-05-10,2025-06-28,2025-06-28,4168,560.1,2334496.8
PO000458,S0095,Wiring Harness,2025-09-14,2025-10-25,2025-11-04,371,90.47,33564.37
PO000459,S0073,Motor Controller,2025-04-23,2025-06-21,2025-06-21,7104,405.85,2883158.4
PO000460,S0069,Tire,2025-04-14,2025-04-21,2025-04-27,4077,85.2,347360.4
PO000461,S0054,Tire,2025-05-12,2025-05-19,2025-05-23,951,599.81,570419.31
PO000462,S0015,Motor Controller,2025-07-27,2025-09-11,2025-09-17,6489,37.03,240287.67
PO000463,S0098,Brake Assembly,2025-08-25,2025-09-27,2025-09-30,5006,137.57,688675.42
PO000464,S0046,Wiring Harness,2025-01-26,2025-02-07,2025-02-10,5116,573.63,2934691.08
PO000465,S0047,Sensor,2025-09-15,2025-10-27,2025-10-27,7905,57.35,453351.75
PO000466,S0083,Brake Assembly,2025-12-29,2026-03-06,2026-03-10,6568,270.36,1775724.48
PO000467,S0031,Battery Cell,2025-07-25,2025-09-15,2025-09-19,1023,238.95,244445.85
PO000468,S0039,Wiring Harness,2025-10-09,2025-11-17,2025-11-21,3096,503.98,1560322.08
PO000469,S0044,Motor Controller,2025-07-27,2025-09-12,2025-09-12,4876,435.91,2125497.16
PO000470,S0077,Infotainment Unit,2025-09-13,2025-11-01,2025-11-12,7094,205.77,1459732.38
PO000471,S0007,Infotainment Unit,2025-05-27,2025-06-03,2025-06-06,266,300.95,80052.7
PO000472,S0084,Motor Controller,2025-09-28,2025-10-20,2025-10-20,2643,181.24,479017.32
PO000473,S0063,Motor Controller,2025-05-10,2025-07-21,2025-07-25,6605,100.1,661160.5
PO000474,S0029,Infotainment Unit,2025-06-22,2025-08-05,2025-08-13,5127,246.91,1265907.57
PO000475,S0005,Semiconductor,2025-01-05,2025-02-23,2025-03-05,1457,570.15,830708.55
PO000476,S0025,Semiconductor,2025-11-05,2026-01-01,2026-01-05,8178,535.58,4379973.24
PO000477,S0031,Battery Cell,2025-12-27,2026-02-17,2026-02-17,6173,179.98,1111016.54
PO000478,S0081,Wiring Harness,2025-10-12,2025-12-28,2026-01-09,6400,460.35,2946240.0
PO000479,S0088,Motor Controller,2025-09-12,2025-11-05,2025-11-05,2770,411.11,1138774.7
PO000480,S0097,Infotainment Unit,2025-06-04,2025-07-03,2025-07-03,2155,90.21,194402.55
PO000481,S0048,Aluminum,2025-03-07,2025-05-19,2025-05-20,8316,112.55,935965.8
PO000482,S0002,Tire,2025-12-15,2025-12-27,2025-12-29,7334,68.45,502012.3
PO000483,S0092,Aluminum,2025-12-08,2026-02-12,2026-02-22,3285,199.08,653977.8
PO000484,S0021,Wiring Harness,2025-03-29,2025-04-14,2025-04-19,8048,556.85,4481528.8
PO000485,S0054,Tire,2025-08-14,2025-08-21,2025-08-21,5159,10.84,55923.56
PO000486,S0015,Motor Controller,2025-06-17,2025-08-02,2025-08-05,7894,448.58,3541090.52
PO000487,S0020,Steel,2025-12-15,2026-02-22,2026-02-22,224,310.11,69464.64
PO000488,S0025,Semiconductor,2025-07-30,2025-09-25,2025-10-02,4799,359.84,1726872.16
PO000489,S0060,Steel,2025-01-02,2025-02-23,2025-02-26,6558,155.86,1022129.88
PO000490,S0097,Infotainment Unit,2025-01-29,2025-02-27,2025-03-04,6181,502.43,3105519.83
PO000491,S0092,Aluminum,2025-12-20,2026-02-24,2026-03-04,1954,69.42,135646.68
PO000492,S0097,Infotainment Unit,2025-03-23,2025-04-21,2025-04-24,5857,26.7,156381.9
PO000493,S0059,Battery Cell,2025-12-04,2026-01-22,2026-01-29,6180,423.1,2614758.0
PO000494,S0042,Sensor,2025-10-07,2025-10-29,2025-10-29,1565,165.37,258804.05
PO000495,S0010,Tire,2025-12-15,2026-02-02,2026-02-03,1850,579.58,1072223.0
PO000496,S0011,Sensor,2025-01-31,2025-03-06,2025-03-10,6086,21.33,129814.38
PO000497,S0053,Wiring Harness,2025-07-29,2025-10-18,2025-10-25,2977,174.65,519933.05
PO000498,S0009,Tire,2025-12-30,2026-02-16,2026-03-02,414,136.56,56535.84
PO000499,S0059,Battery Cell,2025-03-20,2025-05-08,2025-05-21,8946,357.46,3197837.16
PO000500,S0099,Wiring Harness,2025-03-17,2025-04-12,2025-04-21,5772,311.47,1797804.84
PO000501,S0054,Tire,2025-08-11,2025-08-18,2025-08-22,4463,532.03,2374449.89
PO000502,S0026,Motor Controller,2025-09-27,2025-11-20,2025-11-28,7906,45.05,356165.3
PO000503,S0004,Steel,2025-05-20,2025-05-29,2025-05-31,6924,503.19,3484087.56
PO000504,S0098,Brake Assembly,2025-05-07,2025-06-09,2025-06-09,3933,416.4,1637701.2
PO000505,S0052,Tire,2025-02-13,2025-04-10,2025-04-10,3004,504.37,1515127.48
PO000506,S0048,Aluminum,2025-08-18,2025-10-30,2025-10-30,3909,469.33,1834610.97
PO000507,S0057,Motor Controller,2025-01-28,2025-02-05,2025-02-10,2899,102.23,296364.77
PO000508,S0065,Sensor,2025-05-09,2025-06-27,2025-07-02,6464,577.26,3731408.64
PO000509,S0061,Wiring Harness,2025-03-31,2025-06-15,2025-06-18,2224,179.35,398874.4
PO000510,S0040,Motor Controller,2025-12-09,2025-12-16,2025-12-24,3224,283.01,912424.24
PO000511,S0064,Steel,2025-11-08,2026-01-18,2026-01-18,1644,456.16,749927.04
PO000512,S0013,Brake Assembly,2025-03-27,2025-06-13,2025-06-13,122,185.92,22682.24
PO000513,S0015,Motor Controller,2025-01-19,2025-03-06,2025-03-06,3425,93.21,319244.25
PO000514,S0028,Sensor,2025-06-04,2025-08-02,2025-08-06,8678,343.46,2980545.88
PO000515,S0033,Battery Cell,2025-07-19,2025-10-04,2025-10-17,7305,18.0,131490.0
PO000516,S0023,Aluminum,2025-02-01,2025-04-14,2025-04-18,7301,309.46,2259367.46
PO000517,S0061,Wiring Harness,2025-03-04,2025-05-19,2025-05-23,7529,431.61,3249591.69
PO000518,S0097,Infotainment Unit,2025-01-05,2025-02-03,2025-02-12,6139,432.51,2655178.89
PO000519,S0050,Motor Controller,2025-12-20,2026-02-18,2026-02-20,2268,283.72,643476.96
PO000520,S0075,Aluminum,2025-09-10,2025-11-18,2025-11-18,6176,430.12,2656421.12
PO000521,S0001,Brake Assembly,2025-10-25,2025-12-26,2025-12-26,3463,557.41,1930310.83
PO000522,S0034,Semiconductor,2025-09-04,2025-10-16,2025-10-18,7289,376.51,2744381.39
PO000523,S0090,Tire,2025-10-18,2026-01-10,2026-01-16,4147,136.45,565858.15
PO000524,S0019,Sensor,2025-01-28,2025-02-10,2025-02-10,3811,236.63,901796.93
PO000525,S0100,Sensor,2025-02-05,2025-02-18,2025-02-18,5684,168.24,956276.16
PO000526,S0086,Semiconductor,2025-08-09,2025-10-19,2025-10-21,7503,134.43,1008628.29
PO000527,S0058,Motor Controller,2025-09-22,2025-10-23,2025-10-30,8046,230.59,1855327.14
PO000528,S0003,Aluminum,2025-04-16,2025-06-29,2025-07-04,5421,39.16,212286.36
PO000529,S0064,Steel,2025-09-17,2025-11-27,2025-11-27,6188,365.4,2261095.2
PO000530,S0078,Semiconductor,2025-02-07,2025-02-23,2025-02-26,7948,27.98,222385.04
PO000531,S0004,Steel,2025-04-25,2025-05-04,2025-05-07,5098,68.46,349009.08
PO000532,S0060,Steel,2025-09-02,2025-10-24,2025-10-31,7097,285.88,2028890.36
PO000533,S0082,Aluminum,2025-10-23,2025-12-31,2026-01-06,5065,25.33,128296.45
PO000534,S0032,Motor Controller,2025-01-14,2025-03-10,2025-03-13,5673,516.76,2931579.48
PO000535,S0083,Brake Assembly,2025-01-22,2025-03-30,2025-04-01,6383,354.74,2264305.42
PO000536,S0032,Motor Controller,2025-01-25,2025-03-21,2025-03-27,3792,134.31,509303.52
PO000537,S0097,Infotainment Unit,2025-01-11,2025-02-09,2025-02-17,7086,537.79,3810779.94
PO000538,S0025,Semiconductor,2025-05-04,2025-06-30,2025-07-04,7263,487.33,3539477.79
PO000539,S0062,Steel,2025-03-05,2025-05-22,2025-05-28,8636,256.19,2212456.84
PO000540,S0006,Motor Controller,2025-06-26,2025-08-05,2025-08-07,2291,210.46,482163.86
PO000541,S0013,Brake Assembly,2025-06-28,2025-09-14,2025-09-21,5812,270.47,1571971.64
PO000542,S0061,Wiring Harness,2025-01-14,2025-03-31,2025-04-02,3525,156.7,552367.5
PO000543,S0051,Tire,2025-07-09,2025-08-19,2025-08-27,1259,398.21,501346.39
PO000544,S0058,Motor Controller,2025-01-08,2025-02-08,2025-02-09,5412,445.06,2408664.72
PO000545,S0019,Sensor,2025-12-04,2025-12-17,2025-12-20,3775,68.78,259644.5
PO000546,S0025,Semiconductor,2025-09-12,2025-11-08,2025-11-09,4132,291.39,1204023.48
